221	5124
22-30-1920x1080	5335
223	2797
224	2233
225	1462
226	4096
227	4417
228	2155
229	3562
230	3970
2-30-640x360	19352
231	4207
232	2372
23-24-1920x1080	5411
233	4479
234	2919
235	3682
236	3673
237	5434
238	3012
239	1964
240	6791
241	3512
242	7010
24-30-1920x1080-1	1912
24-30-1920x1080-2	4172
243	4120
244	2321
245	2530
246	1345
247	2270
248	2267
249	2621
250	2928
251	2106
252	2756
25-25-600x480	5743
253	2276
254	3386
255	1691
256	3336
257	4388
258	1464
259	2393
260	2404
261	2866
262	4753
264	4744
265	6719
26-60-1280x720	2065
266	2465
267	3841
268	4366
269	4697
270	3937
271	2223
272	3333
273	4619
274	3526
275	2447
27-60-1280x720	2932
276	1583
277	5171
278	4286
279	2212
280	3945
281	7011
282	3614
28-30-1280x720-1	262
28-30-1280x720-2	396
28-30-1280x720-3	276
28-30-1280x720-4	276
283	4768
284	4054
285	2988
286	2677
287	1272
288	3199
289	4203
290	3162
291	1830
29-24-1280x720	3683
292	4703
293	2110
294	3288
295	3769
296	6486
297	3288
298	2836
299	2336
30-30-1920x1080_left	3062
30-30-1920x1080_right	3062
303	3950
304	2693
305	4578
306	2296
307	3310
308	4651
309	2498
311	1930
312	5109
31-30-1920x1080	4722
313	3139
314	2260
315	3937
317	1685
318	4107
319	2137
320	4738
321	3555
322	2428
323	2936
324	5614
3-25-1920x1080	6188
325	3222
32-60-1920x1080	4459
326	4717
327	4156
328	2714
329	5086
330	4568
331	2954
332	4665
33-30-1920x1080	10806
334	3398
335	3278
336	4344
337	2806
339	4632
341	3096
34-25-1920x1080	7757
344	4263
345	2344
346	5693
347	2924
348	4444
349	4054
350	2015
35-30-1920x1080	20807
353	2856
354	5389
355	1631
357	1373
358	324
359	3861
360	3509
361	4602
36-24-1280x720	5260
362	4912
363	3240
364	3318
365	1067
367	4169
368	2929
369	4438
370	1939
371	680
372	2042
37-30-1280x720	2706
373	2704
374	1212
375	2957
376	3569
377	3444
378	3480
380	2375
381	1265
382	2713
38-30-1920x1080	2431
383	2554
384	3451
385	2976
386	1751
387	2911
388	4158
389	4556
391	3583
392	3550
39-25-424x240	4590
393	4916
394	2335
395	5153
398	3269
399	5199
400	2640
402	4422
40-30-1280x720	9659
403	2165
406	3066
407	3817
408	2978
409	3608
412	1473
41-24-1280x720	6160
415	2903
416	6511
418	2906
419	6963
420	3150
421	3615
42-30-480x480	1394
423	5265
424	4432
425	5070
426	2779
427	1222
428	3229
429	1673
430	1834
4-30-1920x1080	8260
43-30-406x720	2873
433	4310
434	5232
435	1950
439	2308
440	2520
441	2701
44-25-426x240	300
446	2248
447	3993
448	4157
449	3552
450	9907
45-24-1280x720	6081
46-30-484x360_left	2944
46-30-484x360_right	2944
47-30-654x480	4033
48-30-720x1280	1592
49-30-1280x720_left	847
49-30-1280x720_right	847
50-30-1920x1080	2699
51-30-1280x720	2499
52-30-1280x720_left	1924
52-30-1280x720_right	1924
53-30-360x480	1052
54-30-1080x1920	6445
55-25-1280x720	1505
5-60-1920x1080-1	6153
5-60-1920x1080-2	6213
5-60-1920x1080-3	6333
5-60-1920x1080-4	4892
56-30-1080x1920	4300
57-25-426x240	300
58-30-640x480	2876
59-30-1280x720	7741
60-30-1920x1080	4564
61-24-1920x1080	9156
62-30-654x480	12033
6-30-1920x1080_left	7985
6-30-1920x1080_right	7985
63-30-1920x1080	2412
64-24-640x360	4918
65-30-400x228	6667
66-25-1080x1920	2913
67-24-640x360	3461
68-24-1920x1080	7189
69-25-854x480	18781
70-30-720x1280	2783
71-30-1920x1080	8001
72-30-1280x720	7571
74-25-1920x1080	5041
75-30-960x720	1953
7-60-1920x1080	23148
76-30-640x280	1773
77-30-1280x720	5672
78-30-960x720	4442
79-30-960x720	2494
80-30-320x240	5673
81-30-576x360	3603
82-25-854x480	5402
8-30-1280x720	9113
83-24-1920x1080	5343
84-30-1920x1080	2583
85-24-1280x720	2664
86-24-1920x1080	4995
87-25-1920x1080	1802
88-30-360x480	3722
89-30-1080x1920	630
90-30-1080x1920	7413
91-30-1920x1080	10921
9-15-1920x1080	47434
92-24-1920x1080	8163
93-24-640x360	2581
94-30-1920x1080	2101
95-24-1920x1080	2883
96-30-1280x720	5603
97-29-1920x1080	3366
98-30-360x360	6645
99-30-720x720	1800
video10_1_left	4256
video10_1_right	4256
video11	4379
video1	14587
video12	5579
video13	10566
video14	7585
video15	4287
video16	12486
video17	21937
video18	3783
video19	784
video20	11271
video21	6808
video2	2064
video2_left	2064
video22	10469
video23	8789
video24	5204
video25	3644
video26	11020
video27	16418
video28	8727
video29_left	11259
video29_right	11259
video30	8217
video32	2775
video33	7553
video34	10281
video35	3567
video36	2424
video3	7801
video37	9186
video38	2944
video39	10678
video40	5876
video41	3494
video4	1550
video42	9226
video44	7785
video45_1	812
video45_2	1095
video45_3	294
video45_4	1038
video45_5	414
video45_6	308
video45_7	179
video46	3172
video47	820
video48	2542
video49_left	6121
video49_right	6121
video51	4407
video52	10679
video5_left	2468
video5_right	2468
video53	7979
video54	3591
video55_left	8419
video55_right	8419
video56	10695
video57	8379
video58	303
video59	6702
video59_right	6702
video60	1919
video61	116
video62	5579
video63	274
video64	6100
video6	5324
video65	4571
video66	154
video67	1849
video69	8622
video70	11868
video71	11204
video72	128
video7	3377
video73	5951
video74_left	18189
video74_right	18189
video75	640
video76	4274
video77	3004
video78	419
video79	4097
video80	419
video81	8433
video82	10671
video83	2702
video84	525
video8	5367
video85	7946
video86_1	1771
video86_2	886
video86_3	402
video87	1822
video88	8850
video89	2241
video90	3570
video91	710
video92	2553
video93	443
video9	3794
video94	696
video95	10855
video96	8046
